Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788897828,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788897829,1,,Aggregated,0.000000,0.000000,53,53,410,410,410,410,410,410,410,410,410,3,0,53,160.77010003694645,18.984500085934997,410.6224999995902,9544.0
1788897830,1,,Aggregated,0.000000,0.000000,53,53,410,410,410,410,410,410,410,410,410,4,0,19,124.96312503935769,17.54220004659146,410.6224999995902,10381.25
1788897831,1,,Aggregated,1.000000,0.000000,25,53,53,410,410,410,410,410,410,410,410,5,0,25,104.96148001402617,17.54220004659146,410.6224999995902,9897.8
1788897832,1,,Aggregated,1.000000,0.000000,25,25,53,53,410,410,410,410,410,410,410,6,0,19,90.04475001711398,15.461100032553077,410.6224999995902,10397.0
1788897833,1,,Aggregated,1.333333,0.000000,19,25,53,53,410,410,410,410,410,410,410,7,0,19,79.69127143067973,15.461100032553077,410.6224999995902,10199.42857142857
1788897834,1,,Aggregated,1.333333,0.000000,19,25,53,53,410,410,410,410,410,410,410,7,0,19,79.69127143067973,15.461100032553077,410.6224999995902,10199.42857142857
1788897835,1,,Aggregated,1.200000,0.000000,18,19,25,53,410,410,410,410,410,410,410,9,0,18,65.86561111422877,15.461100032553077,410.6224999995902,10250.333333333334
1788897836,1,,Aggregated,1.166667,0.000000,19,21,25,53,410,410,410,410,410,410,410,10,0,18,61.41999000683427,15.461100032553077,410.6224999995902,10514.6
1788897837,1,,Aggregated,1.142857,0.000000,19,23,25,25,53,410,410,410,410,410,410,11,0,19,57.88334545848722,15.461100032553077,410.6224999995902,10730.818181818182
1788897838,1,,Aggregated,1.125000,0.000000,21,23,50,50,53,410,410,410,410,410,410,12,0,19,57.237250002799556,15.461100032553077,410.6224999995902,10911.0
1788897839,1,,Aggregated,1.111111,0.000000,21,25,42,50,53,410,410,410,410,410,410,13,0,21,56.04160000355198,15.461100032553077,410.6224999995902,10765.076923076924
1788897840,1,,Aggregated,1.100000,0.000000,23,33,42,50,53,410,410,410,410,410,410,14,0,21,54.427600000053644,15.461100032553077,410.6224999995902,10917.07142857143
1788897841,1,,Aggregated,1.100000,0.000000,23,33,42,50,53,410,410,410,410,410,410,15,0,23,53.50282666428635,15.461100032553077,410.6224999995902,11048.8
1788897842,1,,Aggregated,1.100000,0.000000,23,33,42,50,53,410,410,410,410,410,410,15,0,23,53.50282666428635,15.461100032553077,410.6224999995902,11048.8
1788897843,1,,Aggregated,1.000000,0.000000,23,33,42,42,53,410,410,410,410,410,410,16,0,21,51.4632124977652,15.461100032553077,410.6224999995902,11164.0625
1788897844,1,,Aggregated,0.900000,0.000000,23,41,42,50,53,410,410,410,410,410,410,17,0,23,51.398723523187286,15.461100032553077,410.6224999995902,11265.764705882353
1788897845,1,,Aggregated,0.900000,0.000000,25,41,50,50,57,410,410,410,410,410,410,18,0,23,51.71081110731595,15.461100032553077,410.6224999995902,11082.333333333334
1788897846,1,,Aggregated,0.900000,0.000000,23,41,50,50,57,410,410,410,410,410,410,19,0,23,50.06543684162592,15.461100032553077,410.6224999995902,10973.473684210527
1788897848,1,,Aggregated,0.900000,0.000000,23,41,50,50,57,410,410,410,410,410,410,19,0,23,50.06543684162592,15.461100032553077,410.6224999995902,10973.473684210527
