Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788897742,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788897743,2,,Aggregated,0.000000,0.000000,48,48,450,450,470,470,470,470,470,470,470,6,0,39,176.88590001004437,19.014399964362383,471.42419998999685,8462.333333333334
1788897744,6,,Aggregated,0.000000,0.000000,32,39,48,390,450,470,470,470,470,470,470,13,1,32,123.30043079474798,18.245100043714046,471.42419998999685,7436.384615384615
1788897745,8,,Aggregated,2.000000,0.000000,41,48,76,130,390,450,470,470,470,470,470,24,3,39,93.95999586073837,18.245100043714046,471.42419998999685,6351.083333333333
1788897746,10,,Aggregated,5.000000,0.500000,39,48,51,63,140,450,470,470,470,470,470,37,7,39,74.27112974314574,17.619399935938418,471.42419998999685,5653.972972972973
1788897747,10,,Aggregated,6.666667,1.000000,35,46,51,60,100,390,450,470,470,470,470,51,18,35,64.43042746818095,14.74210002925247,471.42419998999685,4815.058823529412
1788897748,10,,Aggregated,7.500000,1.250000,31,44,49,57,76,140,450,470,470,470,470,63,25,31,57.696903187278956,14.74210002925247,471.42419998999685,4918.111111111111
1788897749,10,,Aggregated,8.800000,2.600000,32,46,51,60,76,140,450,470,470,470,470,70,30,31,55.97453858270975,14.74210002925247,471.42419998999685,4784.671428571429
1788897750,10,,Aggregated,9.166667,3.166667,33,44,49,58,67,130,450,470,470,470,470,81,38,33,53.67377408302998,14.74210002925247,471.42419998999685,4725.061728395061
1788897751,10,,Aggregated,9.000000,3.571429,39,46,54,60,69,130,450,470,470,470,470,90,45,35,53.78198445153733,14.74210002925247,471.42419998999685,4542.6
1788897752,10,,Aggregated,9.125000,4.125000,33,44,53,59,67,100,390,450,470,470,470,102,57,33,50.14499412351927,10.305500007234514,471.42419998999685,4068.0588235294117
1788897753,10,,Aggregated,9.111111,4.333333,32,44,49,57,66,100,390,450,470,470,470,111,66,32,47.76206577137985,8.985999971628189,471.42419998999685,3779.4864864864867
1788897754,10,,Aggregated,9.000000,4.500000,29,42,48,54,66,87,390,450,470,470,470,122,77,29,45.009952466018866,8.985999971628189,471.42419998999685,3484.6065573770493
1788897755,10,,Aggregated,10.000000,5.700000,28,40,46,53,66,87,390,450,470,470,470,130,85,27,43.16065769929152,7.099399925209582,471.42419998999685,3301.492307692308
1788897756,10,,Aggregated,10.200000,6.600000,27,37,44,48,65,76,390,450,470,470,470,142,97,26,41.129769727056456,7.099399925209582,471.42419998999685,3065.507042253521
1788897757,10,,Aggregated,10.400000,7.600000,25,36,44,48,65,76,390,450,470,470,470,149,104,25,39.69386242558217,7.099399925209582,471.42419998999685,2945.4026845637586
1788897758,10,,Aggregated,10.200000,8.200000,24,33,43,46,63,76,140,450,470,470,470,159,114,24,38.003225796182384,7.099399925209582,471.42419998999685,2792.169811320755
1788897759,10,,Aggregated,9.800000,8.400000,23,34,43,46,65,87,140,450,470,470,470,170,125,23,37.78542412568213,7.099399925209582,471.42419998999685,2644.435294117647
1788897760,10,,Aggregated,9.400000,8.500000,23,32,42,46,63,87,140,450,470,470,470,179,134,23,36.67739442063173,7.099399925209582,471.42419998999685,2537.0670391061453
1788897761,10,,Aggregated,9.600000,8.900000,21,31,41,44,62,76,140,450,470,470,470,188,143,21,35.65314362330877,7.099399925209582,471.42419998999685,2439.978723404255
1788897762,10,,Aggregated,9.700000,9.200000,21,29,39,44,61,76,140,450,470,470,470,199,154,21,34.689539201070914,7.099399925209582,471.42419998999685,2333.241206030151
1788897764,10,,Aggregated,9.700000,9.500000,21,29,39,43,60,69,130,390,470,470,470,208,163,21,33.6743360625965,7.099399925209582,471.42419998999685,2254.3076923076924
1788897765,10,,Aggregated,9.800000,9.800000,20,27,37,42,60,69,130,390,470,470,470,216,171,20,32.89120741235955,7.099399925209582,471.42419998999685,2189.6666666666665
1788897766,10,,Aggregated,9.700000,9.700000,19,27,35,41,59,67,130,390,470,470,470,228,183,19,31.921540353786234,7.099399925209582,471.42419998999685,2101.2105263157896
1788897767,10,,Aggregated,9.600000,9.600000,18,27,33,40,58,67,130,390,470,470,470,238,193,18,31.22771470885755,7.099399925209582,471.42419998999685,2034.310924369748
1788897768,10,,Aggregated,9.200000,9.200000,18,25,33,39,57,67,130,390,470,470,470,248,203,18,30.502923390163378,7.099399925209582,471.42419998999685,1972.8064516129032
1788897769,10,,Aggregated,9.600000,9.600000,17,25,32,39,54,67,110,390,470,470,470,258,213,17,29.833256980844652,7.099399925209582,471.42419998999685,1916.0697674418604
1788897770,10,,Aggregated,9.600000,9.600000,17,24,31,37,54,66,110,390,470,470,470,262,217,16,29.548293515463993,7.099399925209582,471.42419998999685,1894.5877862595419
